population_share,out_strength_lorenz,in_strength_lorenz
0.5412026726057906,0.09177602350367503,0.09180143837719155
0.5434298440979956,0.09275001115638198,0.09277856551427408
0.5456570155902004,0.0937461994486019,0.09376286861564362
0.5478841870824053,0.09475008695250475,0.09474933945622487
0.5501113585746102,0.09575576844747938,0.09575539469933943
0.5523385300668151,0.09676189844022194,0.09679785301128503
0.5545657015590201,0.09778081061935075,0.0978462912934698
0.5567928730512249,0.09881108474193401,0.09889734581263422
0.5590200445434298,0.09984808633103635,0.09995580054496964
0.5612472160356348,0.10090713906039568,0.1010182170075885
0.5634743875278396,0.10196888277636264,0.10209005192333409
0.5657015590200445,0.10304766940751127,0.10316472732494329
0.5679287305122495,0.10413138951410723,0.10424052397097233
0.5701559020044543,0.10522437857457392,0.10531818935770111
0.5723830734966592,0.10633762478422586,0.10640699243900038
0.5746102449888641,0.10745543072118516,0.10749990674983909
0.576837416481069,0.10857615189363606,0.1086029870100844
0.5790645879732739,0.10969694781571496,0.1097068895162376
0.5812917594654788,0.1108371786410712,0.11083119867083202
0.5835189309576837,0.111980698450059,0.11198458543071446
0.5857461024498886,0.11312429300867477,0.11315082912661115
0.5879732739420935,0.11430728062124117,0.11432081030390732
0.5902004454342984,0.11550260192242588,0.11549079148120349
0.5924276169265034,0.11670584668417751,0.11668588853350424
0.5946547884187082,0.11792777885292659,0.11789122628483958
0.5968819599109131,0.11915374750158712,0.11912870637621054
0.5991091314031181,0.12039773081059318,0.12036648546609345
0.6013363028953229,0.12166099952362062,0.12163117442205269
0.6035634743875278,0.1229443758865773,0.12293039770614321
0.6057906458797327,0.12424337492178386,0.12423515246270499
0.6080178173719376,0.1255686858260428,0.1255583703773802
0.6102449888641425,0.12690932040403968,0.12691103964548345
0.6124721603563474,0.12828590955309963,0.1282752203562971
0.6146993318485523,0.12970092001094632,0.12965906021927207
0.6169265033407572,0.13112019119758847,0.13104327383038697
0.6191536748329621,0.13257915443669316,0.1324843719084021
0.621380846325167,0.13405658083391134,0.133956565831661
0.623608017817372,0.1355582261105982,0.1354455784212176
0.6258351893095768,0.13706749584934003,0.13696912533890546
0.6280623608017817,0.13859440650028745,0.13850515544446765
0.6302895322939867,0.1401248303837504,0.14004372703738147
0.6325167037861915,0.14166175748484844,0.14161743095545049
0.6347438752783964,0.14321498000484825,0.14319554510157093
0.6369710467706013,0.14476984701666387,0.1447738834965753
0.6391982182628062,0.14637778626435222,0.1463537168841395
0.6414253897550111,0.14799379847186345,0.14794192223003855
