station_name,out_degree,in_degree,out_strength,in_strength,betweenness,closeness,pagerank,eigenvector
Pirkkolan liikuntapuisto,126,135,926.0,913.0,0.0,36.1874608844506,0.0005730129603075784,0.00010631877981575527
Koivusaari (M),165,173,3073.0,3243.0,0.0,105.44915002065964,0.0005713417983619832,0.0014981859024648448
Lettopolku,49,45,314.0,299.0,0.0,36.66522615760272,0.0005698531951609309,5.954596301824428e-07
Paloheinän kirjasto,109,112,533.0,525.0,0.0,27.135106206129493,0.0005683023438050753,5.2405413736005624e-05
Tuohipolku,48,48,383.0,328.0,0.0,26.569736696501195,0.0005542627257639819,8.179498009046242e-06
Kalannintie,51,62,309.0,294.0,0.0,24.72521867742495,0.0005467627930202154,1.350334316662661e-05
Hagalundinpuisto,129,130,2008.0,1687.0,0.0,68.23316807215184,0.0005051548739618549,0.00013622086874102348
Jollas,55,60,808.0,1075.0,0.0,86.3035433538463,0.0004963185349706169,4.922230948451197e-05
Kuusisaari,168,190,1783.0,1802.0,0.0,58.35883939135654,0.0004557670568650007,0.0004996396037575192
Derby Business Park,97,85,877.0,932.0,0.0,56.57333308032843,0.00044669540937719083,0.00012559067867179256
