station_name,latitude,longitude,community,pagerank
Kansallismuseo,60.17395689852601,24.932898315344104,inf_2,0.002344027027435848
Karviaistie,60.246845304955094,25.0078604417066,inf_9,0.0008559763532235842
Narinkka,60.1700420279259,24.9346069826026,inf_0,0.005508632349863504
Toinen linja,60.1830009926511,24.944568511210495,inf_0,0.002609975599188246
Friisilänaukio,60.162842,24.721367,inf_3,0.001287136222698616
Ruutikatu,60.223377,24.820635,inf_8,0.0008161430934742523
Haukilahdenkatu,60.166481,24.772708,inf_9,0.0048840048987849015
Itäkeskus Metrovarikko,60.2114607347613,25.065781819034303,inf_5,0.00091957889326798
Teollisuuskatu,60.193474010344396,24.9487523997729,inf_6,0.0017906090552556708
Länsisatamankuja,60.156951496801895,24.9120898275496,inf_7,0.0020592216467891417
Rajasaarentie,60.1831258058734,24.911057902019195,inf_1,0.002622040484251633
Uimastadion,60.1892523422817,24.9292125301786,inf_6,0.003118670419248599
Diakoniapuisto,60.1869040535812,24.9435409604638,inf_6,0.00483329122547403
Arabian kauppakeskus,60.2027696318957,24.9665718240118,inf_9,0.0068730581233710855
Trumpettikuja,60.23915611009339,24.869109999497002,inf_1,0.0006069033290525272
Kustaankartano,60.2307028618145,24.9487651621964,inf_9,0.0010021457003368346
Siilitie (M),60.2059412826664,25.045149907768796,inf_5,0.004021823136633906
Alakiventie,60.21983978447151,25.0772822325582,inf_5,0.001384579371758259
Linnuntie,60.234401,24.813954,inf_8,0.0015209250518182875
Ympyrätalo,60.18086299188221,24.949399999845,inf_0,0.008237238284854726
Näyttelijäntie,60.23286409628581,24.887547040742,inf_1,0.0013031953990930356
Rapakiventie,60.239319682754896,25.0013676173171,inf_9,0.0009547883651586531
Mäkkylän asema,60.220467000000006,24.83939,inf_8,0.0010401704597174954
Torpanranta,60.19483579208881,24.8713963007609,inf_1,0.0021596438291819325
Heikkiläntie,60.1568169919509,24.885065300172798,inf_4,0.002569229268776812
Keilalahti,60.171524,24.827467,inf_3,0.0015934434865497859
Sepänkatu,60.157948291819,24.9362853002102,inf_7,0.004731205557343968
Orionintie,60.180118,24.771826,inf_3,0.0012308284111726148
Piispansilta,60.162403,24.738416,inf_3,0.0066623452325712314
Perämiehenkatu,60.160087584362,24.9340656851355,inf_7,0.002643681085757816
Lintulahdenkatu,60.1836809119419,24.962063375375,inf_9,0.005300142218490102
Otaranta,60.184830000000005,24.837132999999998,inf_3,0.0021018429191088884
Kapteeninpuistikko,60.15817690299491,24.9450181631667,inf_7,0.0031506837820134575
Muotoilijankatu,60.209710414502695,24.9797040460124,inf_9,0.00101826101780929
Matinlahdenranta,60.151041,24.754196,inf_3,0.001993867158977323
Reiherintie,60.1677304952092,25.0474962642387,inf_5,0.0012100304015805945
Viikin normaalikoulu,60.2274649666156,25.0275940265593,inf_9,0.002762589621847783
Säterinrinne,60.214192999999995,24.805613,inf_8,0.0008725307221060313
Jännetie,60.2267575847976,24.8535714902996,inf_1,0.0016712188814887946
Tilketori,60.2498265610789,25.0039930501515,inf_9,0.000999323836940992
Ramsinniementie,60.1995636503578,25.1199060794359,inf_5,0.0014381804267065514
Kuninkaantammi,60.259256054775996,24.892757395894996,inf_1,0.0007649638984805155
Paloheinän kirjasto,60.2495097085073,24.9416682057603,inf_1,0.0005683023438050753
Mikkolantie,60.2355666358133,24.9715442521575,inf_9,0.0008385598954646899
Pernajantie,60.194227602652305,24.9579782365195,inf_6,0.0027005332753891127
Meilahden sairaala,60.1902194919139,24.9083351006824,inf_1,0.003010236158758978
Rastila (M),60.2055354689175,25.120140862108304,inf_5,0.0021411665044523947
Annankatu,60.1634749245163,24.9417379007102,inf_7,0.0026751787915236572
Huopalahden asema,60.2180961357994,24.8950577369046,inf_1,0.0023012505518769993
Säteri,60.213443,24.811572,inf_8,0.0014309319371601185
Valimon asema,60.2223022514537,24.875844398504903,inf_1,0.0014800057128418534
Mamsellimyllynkatu,60.2182457763173,25.0591030723076,inf_5,0.0012381196503371932
Auringonkatu,60.171547999999994,24.731472000000004,inf_3,0.0013730180526062678
Piikintie,60.2488559062646,24.958144044639596,inf_9,0.0006053755171480674
Korjaamo,60.183863697068404,24.919883700552,inf_2,0.004840989605993497
Merisotilaantori,60.1679190540567,24.975528475238697,inf_0,0.0020299057001932214
Sateenkaarentie,60.2807560752423,25.0110629825049,inf_9,0.0009248268713799609
Mäkitorpantie,60.2285300629765,24.960335619776497,inf_9,0.0010677135422723365
