station_name,latitude,longitude,community,pagerank
Halmetie,60.2609068068142,25.017657746929398,inf_9,0.0010983012006228433
Siltavoudintie,60.2337172192606,24.9649692401006,inf_9,0.0011063973651191765
Verkkosaari,60.189556175315595,24.9775480765957,inf_9,0.0005972191863330603
Malminkartanon asema,60.2478178576762,24.8631156423813,inf_1,0.0013616995674335401
Yhdyskunnankuja,60.21250799999999,24.819549,inf_8,0.001689770525225496
Savela,60.2404948542171,24.9913872585832,inf_9,0.0009831287234272764
Mellstenintie,60.154941,24.773993,inf_3,0.002560345268522736
Jokipellontie,60.2452177923159,24.9833214791834,inf_9,0.0008399036084258179
Velodrominrinne,60.20100229696611,24.9441912064593,inf_9,0.002782247563097459
Koskelan varikko,60.2125872907979,24.9698571193553,inf_9,0.0009305097123475242
Itäportti,60.174914,24.738122,inf_3,0.0010519645038923743
Maarinranta,60.187529,24.810193,inf_3,0.001131259002974695
Upseerinkatu,60.216067,24.819396,inf_8,0.0012704505542825099
Tapionaukio,60.176168000000004,24.805825,inf_3,0.002860457942535009
Kuikkarinne,60.1570959878378,24.8694297861453,inf_4,0.001795646667441886
Malmin sairaala,60.25415862164609,25.0028280196256,inf_9,0.0010201034497325026
Tilkantori,60.2027828953059,24.8933660254613,inf_1,0.0023384143945568816
Alppikylä,60.259431119226996,25.0648942053969,inf_5,0.0008471942898059332
Suurpellonaukio,60.184596,24.744131,inf_3,0.0012269113997282518
Saunalahdentie,60.1926665197597,24.8791652000743,inf_1,0.0016378844000855825
Kuunkatu,60.172673,24.726025,inf_3,0.001995326911769202
Kalannintie,60.2528066323977,24.8841075429141,inf_1,0.0005467627930202155
Hernepellontie,60.2242412608413,24.9886129703087,inf_9,0.0011386990016415818
Gunillantie,60.1719938510831,25.0330122371046,inf_5,0.0014255275092050115
Ahertajantie,60.178749999999994,24.797984,inf_3,0.001447068515288363
Innopoli,60.185096,24.81422,inf_3,0.000951706370488437
Senaatintori,60.1691277919118,24.9526414004662,inf_0,0.0026294457560151114
Salmisaarenranta,60.164784170294,24.9009334858186,inf_7,0.0029059154726760734
Orpaanporras,60.22354882948,25.0654178214231,inf_5,0.002006546822440969
Lokitie,60.2095580685415,25.136503601186597,inf_5,0.001210524216898588
Porthania,60.1696567475916,24.9493081473109,inf_0,0.005434357496536774
Syystie,60.256671174374,24.9986055764439,inf_9,0.0014038422896003248
Hernesaarenranta,60.1535144787873,24.9311978237832,inf_7,0.0038814931585517123
Mankkaanaukio,60.194599,24.769021,inf_3,0.0012393205363794937
Vartioharjuntie,60.2208894708644,25.110914414719,inf_5,0.0006042253838400063
Mastokatu,60.1647464973781,24.9674668165293,inf_0,0.0019524592965908406
Hämeenlinnanväylä,60.2274510674778,24.9028322456731,inf_1,0.0009011171928467557
Oravannahkatori,60.175769,24.792559000000004,inf_3,0.0013876328185011342
Viikin tiedepuisto,60.2275394155784,25.0100484016428,inf_9,0.00491552130182351
Apollonkatu,60.1760927790452,24.9224632983339,inf_7,0.005361728878907514
Tulisuontie,60.2020741769704,25.0600755207072,inf_5,0.002151775428079293
Töölönlahden puisto,60.17485782196561,24.9350784201451,inf_6,0.0036046830477483825
Hanasaari,60.16582,24.840319,inf_4,0.0012705122751847909
Eteläinen Hesperiankatu,60.17559266115891,24.9155261617436,inf_1,0.0035191759931716277
Kivikonlaita,60.230462178329,25.0549152254879,inf_5,0.0007316407405303464
Kotinummentie,60.2675063004499,25.013572369185102,inf_9,0.0013944529719044335
Paloheinäntie,60.2469918098113,24.9238580658345,inf_1,0.0008900561847982268
Piispanportti,60.165603,24.732688,inf_3,0.0019428796831132637
Painiitty,60.235088999999995,24.831396999999996,inf_8,0.0013227714953540693
Haapasaarentie,60.21877663418469,25.146787178183,inf_5,0.0011262992644885308
Käpyläntie,60.2139042918024,24.9588108000086,inf_9,0.0025546100839383096
Vanha Viertotie,60.2110752881999,24.8816602535719,inf_1,0.001373463044230057
Paavalinpuisto,60.1974798068335,24.9614401060515,inf_9,0.002834335989889659
Esterinportti,60.1975723919044,24.9267808000548,inf_6,0.003357855213506929
Peukaloisentie,60.198708286936906,25.0585469211702,inf_5,0.0013417242819531573
Kalkkihiekantie,60.202124196154,25.1430402936212,inf_5,0.002017615693259339
Ritarikatu,60.1710906797301,24.9555218601895,inf_0,0.002552572261400934
Pajamäki,60.2188213176358,24.8556743832861,inf_1,0.0014122036134571682
Kaustisentie,60.2378065223104,24.8814517125501,inf_1,0.0005954090087756695
Tuohipolku,60.2515646859168,24.8574322593556,inf_1,0.0005542627257639819
Mankkaanlaaksontie,60.188706,24.780478,inf_3,0.0012749367152535699
Heikkilänaukio,60.1540762917607,24.879315899384995,inf_4,0.0026261443702877986
Korppaanmäentie,60.2034734922503,24.898929699376,inf_1,0.0022603478060153276
Sähkömies,60.18849899999999,24.829985,inf_3,0.0012155162135995253
Nuottaniementie,60.147921,24.741546,inf_3,0.0011269890499769307
Metsänneidonpolku,60.186730999999995,24.806152,inf_3,0.0012660485414300088
Stenbäckinkatu,60.1883090916703,24.9123717007068,inf_1,0.0020800318756795007
Kannelmäen asema,60.2393459909658,24.8766472489767,inf_1,0.0012861307599300914
Puotinkylän kartano,60.2125374414988,25.1062099916086,inf_5,0.0023225293992295065
Itäkeskus (M),60.2096186210914,25.0759744433382,inf_5,0.005487464129377369
Teljäntie,60.209690428765,24.8686567195812,inf_1,0.001601832101652817
Fleminginkatu,60.18952531571169,24.952206700403,inf_6,0.004402613899026835
Kontula (M),60.2360953526154,25.0826095549619,inf_5,0.002417974524332394
Itälahdenkatu,60.150659991936905,24.8812501991249,inf_4,0.0022027075044597786
Agronominkatu,60.2340530021105,25.0328574018929,inf_9,0.0021995374254162384
Rukatunturintie,60.2312813452731,25.1275969785102,inf_5,0.0008791752127011139
Hakalehto,60.173567,24.79139,inf_3,0.001944021426337645
Nelikkotie,60.161588,24.74663,inf_3,0.0016020326518661765
Suomenlahdentie,60.160015,24.741294,inf_3,0.008228492184671359
Tuukkalantie,60.238844245637395,25.1007232150956,inf_5,0.0007062152033781228
Eläinmuseo,60.17135889865881,24.9318975121431,inf_2,0.0021508146570993554
Maununneva,60.2444085812279,24.8989998259643,inf_1,0.0006935243497199888
Isosaarentie,60.1755054994249,25.0450147987503,inf_5,0.001295840706583565
Kalevankatu,60.16568017939161,24.9314215703651,inf_7,0.003187260252581679
Kivikon liikuntapuisto,60.23703581972,25.052469583058098,inf_5,0.000758303355880706
Mosaiikkitori,60.20797535619221,25.143852587603,inf_5,0.0031081090989426084
Ilmalan asema,60.2066264297482,24.9222198886664,inf_1,0.0009448599808690137
Jakomäentie,60.2537712252939,25.0743775866131,inf_5,0.0008358295460551887
Niittykumpu (M),60.170758,24.763184,inf_3,0.006702965030899037
