epoch,train_huber,validation_huber,validation_wmape,train_mse,validation_mse
1,0.0051260293750543025,0.005794366306093123,0.23083143264861056,0.0051260293750543025,0.005794366306093123
2,0.0044072368219795245,0.005750185593829623,0.22397525768647228,0.0044072368219795245,0.005750185593829623
3,0.004391001411638553,0.005758179567887315,0.22537345707180326,0.004391001411638553,0.005758179567887315
4,0.004334378891789745,0.0057581475536738124,0.21664363303372494,0.004334378891789745,0.0057581475536738124
5,0.004311586801533497,0.005751444409335298,0.21610834282400418,0.004311586801533497,0.005751444409335298
6,0.00429537619798324,0.005764035607821175,0.216634233536736,0.00429537619798324,0.005764035607821175
7,0.004262738970987078,0.005764863553590008,0.21619056267904968,0.004262738970987078,0.005764863553590008
8,0.004267156110971325,0.0057408833776467615,0.22118036969869193,0.004267156110971325,0.0057408833776467615
9,0.00423978186764514,0.005763371292102549,0.21615319775750672,0.00423978186764514,0.005763371292102549
10,0.004251414145748582,0.005761189219940986,0.21999616041327955,0.004251414145748582,0.005761189219940986
11,0.0042377694419795464,0.005757371213154069,0.22156455536036945,0.0042377694419795464,0.005757371213154069
12,0.004191980683132105,0.005747012178679662,0.21961674722649252,0.004191980683132105,0.005747012178679662
13,0.004204864379942357,0.005745653212735695,0.21808876627878238,0.004204864379942357,0.005745653212735695
14,0.004191905795221006,0.005749398908976998,0.221551778979454,0.004191905795221006,0.005749398908976998
