aggregation,graph,graph_set,fusion_mode,model,history,horizon,input_channels,hidden_dim,dropout,epochs_requested,epochs_ran,best_epoch,train_windows,validation_windows,test_windows,validation_wmape,validation_mae,validation_rmse,validation_mase,test_wmape,test_mae,test_rmse,test_mase,preprocessing_enabled,selected_residual_lag,fusion_weights
station,DE,DE,single,A3T_GCN_graph_fusion,8,1,11,64,0.1,120,14,4,15813,1704,4631,0.873188387241118,2.707757535783678,6.292270963888519,1.7865120869729736,0.871490346659891,2.0436234645944125,5.526632633795496,1.3483326968796872,true,56,"{""DE"": 1.0}"
