aggregation,graph,graph_set,fusion_mode,model,history,horizon,input_channels,hidden_dim,dropout,epochs_requested,epochs_ran,best_epoch,train_windows,validation_windows,test_windows,validation_wmape,validation_mae,validation_rmse,validation_mase,test_wmape,test_mae,test_rmse,test_mase,preprocessing_enabled,selected_residual_lag,fusion_weights
station,ATD,ATD,single,A3T_GCN_graph_fusion,8,1,11,32,0.1,40,14,1,15813,1704,4631,0.8662832754894542,2.6863447814981205,6.232852865645207,1.7723844762689158,0.8629989054893841,2.023711243545975,5.444623828131173,1.3351951012451448,true,56,"{""ATD"": 1.0}"
