epoch,train_huber,validation_huber,validation_wmape,train_mse,validation_mse
1,0.09240432359999226,0.2612421565822193,0.8781527873116396,0.09240432359999226,0.2612421565822193
2,0.09097584042577975,0.26075387958969387,0.889928535909516,0.09097584042577975,0.26075387958969387
3,0.0908493302882679,0.26069736161402296,0.8776166526891028,0.0908493302882679,0.26069736161402296
4,0.09087593847465131,0.2606528028845787,0.9019813323774379,0.09087593847465131,0.2606528028845787
5,0.09077969565987587,0.26055316627025604,0.8917450828692776,0.09077969565987587,0.26055316627025604
6,0.09074399668362833,0.26061017917735235,0.8874079388715008,0.09074399668362833,0.26061017917735235
7,0.09076400912336764,0.26074135835681644,0.8949542649081413,0.09076400912336764,0.26074135835681644
8,0.09067243686126124,0.2605993247457913,0.9048541342654484,0.09067243686126124,0.2605993247457913
9,0.09065343788073908,0.2606261542865208,0.8889583846901674,0.09065343788073908,0.2606261542865208
10,0.09070916822360407,0.26061586503471645,0.8886558412491485,0.09070916822360407,0.26061586503471645
11,0.09066721670810253,0.2606848989214216,0.903168585453791,0.09066721670810253,0.2606848989214216
12,0.09069063911034216,0.26054696419409346,0.882282850199052,0.09069063911034216,0.26054696419409346
13,0.09063277195297903,0.26052224316767286,0.8824921132875847,0.09063277195297903,0.26052224316767286
14,0.09059747951405664,0.2605729784284319,0.878095237766044,0.09059747951405664,0.2605729784284319
