epoch,train_huber,validation_huber,validation_wmape,train_mse,validation_mse
1,0.09243092824134135,0.2651685242141996,0.8963173416134982,0.09243092824134135,0.2651685242141996
2,0.09208356462899715,0.26513922214508057,0.8893633907019857,0.09208356462899715,0.26513922214508057
3,0.09205686090694319,0.26513637070144924,0.8934548665054847,0.09205686090694319,0.26513637070144924
4,0.09209577558982757,0.2651644657765116,0.8833360577781393,0.09209577558982757,0.2651644657765116
5,0.09197486414303703,0.26513493061065674,0.8933730639795403,0.09197486414303703,0.26513493061065674
6,0.09200863534164044,0.2651456136788641,0.8844339781796182,0.09200863534164044,0.2651456136788641
7,0.09192415957729663,0.26514912077358793,0.8918253301549379,0.09192415957729663,0.26514912077358793
8,0.09189408452760789,0.26513757343803135,0.896972311842085,0.09189408452760789,0.26513757343803135
9,0.09191309077845465,0.2651505619287491,0.8860982574858275,0.09191309077845465,0.2651505619287491
10,0.09195794159125897,0.26517253262656076,0.893926519936397,0.09195794159125897,0.26517253262656076
11,0.09193156954021223,0.2651371221457209,0.8989279462727835,0.09193156954021223,0.2651371221457209
12,0.09188782874374621,0.26517838346106665,0.8860302365047625,0.09188782874374621,0.26517838346106665
13,0.09191824706091035,0.26513382473162245,0.8939765676718314,0.09191824706091035,0.26513382473162245
14,0.09188628298861365,0.2651333510875702,0.8959162080754769,0.09188628298861365,0.2651333510875702
