aggregation,graph,graph_set,fusion_mode,model,history,horizon,input_channels,hidden_dim,dropout,epochs_requested,epochs_ran,best_epoch,train_windows,validation_windows,test_windows,validation_wmape,validation_mae,validation_rmse,validation_mase,test_wmape,test_mae,test_rmse,test_mase,preprocessing_enabled,selected_residual_lag,fusion_weights
community,DC,DC,single,A3T_GCN_graph_fusion,8,1,11,32,0.1,40,24,14,15813,1704,4631,0.248399284945227,34.585854030956725,71.6127869402752,0.6729935658206654,0.2668705263094421,28.098636935857844,78.6768211683081,0.5467611656845973,true,56,"{""DC"": 1.0}"
