epoch,train_huber,validation_huber,validation_wmape,train_mse,validation_mse
1,0.09270656511427895,0.26516467545713696,0.8878101947916354,0.09270656511427895,0.26516467545713696
2,0.09207624881978958,0.26515893638134,0.8923547309543501,0.09207624881978958,0.26515893638134
3,0.09202865243799263,0.26516097145421164,0.8874236702055648,0.09202865243799263,0.26516097145421164
4,0.09206258006874592,0.26516152918338776,0.8877064702335986,0.09206258006874592,0.26516152918338776
5,0.09209925951736589,0.2651588831629072,0.886216301349917,0.09209925951736589,0.2651588831629072
6,0.09198542825517154,0.26514154246875216,0.8947511263662188,0.09198542825517154,0.26514154246875216
7,0.09195613428469628,0.26513724667685373,0.8958807979983062,0.09195613428469628,0.26513724667685373
8,0.09205781980868309,0.26513949036598206,0.89595149266967,0.09205781980868309,0.26513949036598206
9,0.09198448079968652,0.2651525501693998,0.8900659877302292,0.09198448079968652,0.2651525501693998
10,0.09195065630539771,0.2651385132755552,0.8953530730599101,0.09195065630539771,0.2651385132755552
11,0.0919114186638786,0.26515842016254154,0.9036732670541318,0.0919114186638786,0.26515842016254154
12,0.09193441866626663,0.26513626745768953,0.894045095634026,0.09193441866626663,0.26513626745768953
13,0.09190487362925083,0.2651510877268655,0.9031685641830869,0.09190487362925083,0.2651510877268655
14,0.0919147516570745,0.26513652397053583,0.8914612190111829,0.0919147516570745,0.26513652397053583
15,0.09198794039266725,0.2651399884905134,0.8974559268703461,0.09198794039266725,0.2651399884905134
