aggregation,graph,graph_set,fusion_mode,model,history,horizon,input_channels,hidden_dim,dropout,epochs_requested,epochs_ran,best_epoch,train_windows,validation_windows,test_windows,validation_wmape,validation_mae,validation_rmse,validation_mase,test_wmape,test_mae,test_rmse,test_mase,preprocessing_enabled,selected_residual_lag,fusion_weights
station,ATD,ATD,single,A3T_GCN_graph_fusion,8,1,11,64,0.1,120,14,4,15813,1704,4631,0.8692169116869781,2.6954419885122807,6.21195513016773,1.778386590591825,0.8678911364055384,2.035183404921928,5.479482806927774,1.3427641522739004,true,56,"{""ATD"": 1.0}"
