config,aggregation,graph_set,fusion_mode,baseline_graph_source,leaky_graph_source,baseline_validation_wmape,leaky_validation_wmape,delta_validation_wmape,baseline_test_wmape,leaky_test_wmape,delta_test_wmape
single_de_station,station,DE,single,C:\Users\stefa\OneDrive\Documents\uni\master's\EIT\Aalto\multidisciplinary_research\data\artifacts\graphs\train,C:\Users\stefa\OneDrive\Documents\uni\master's\EIT\Aalto\multidisciplinary_research\data\artifacts\graphs\leaky_full,0.8790293992102493,0.8789826591754524,-0.00004674003479687716,0.8759245753880001,0.8759303027392941,5.727351294004812e-6
fusion_learned_station,station,"SD,DE,DC,ATD",learned,C:\Users\stefa\OneDrive\Documents\uni\master's\EIT\Aalto\multidisciplinary_research\data\artifacts\graphs\train,C:\Users\stefa\OneDrive\Documents\uni\master's\EIT\Aalto\multidisciplinary_research\data\artifacts\graphs\leaky_full,0.8792471986412176,0.8791645918317137,-0.00008260680950389343,0.8781868001464389,0.8781586772903249,-0.000028122856113976802
