aggregation,graph,graph_set,fusion_mode,model,history,horizon,input_channels,hidden_dim,dropout,epochs_requested,epochs_ran,best_epoch,train_windows,validation_windows,test_windows,validation_wmape,validation_mae,validation_rmse,validation_mase,test_wmape,test_mae,test_rmse,test_mase,preprocessing_enabled,selected_residual_lag,fusion_weights
station,SD+DE+DC+ATD,SD+DE+DC+ATD,learned,A3T_GCN_graph_fusion,8,1,11,64,0.1,120,14,4,15813,1704,4631,0.8702555700020145,2.6986628683599045,6.232594180189037,1.7805116482095864,0.8689003925289249,2.0375500857502846,5.496806359534686,1.3443256303050723,true,56,"{""SD"": 0.2979424297809601, ""DE"": 0.2735196053981781, ""DC"": 0.11001737415790558, ""ATD"": 0.31852060556411743}"
