config,aggregation,graph_set,fusion_mode,baseline_graph_source,leaky_graph_source,baseline_validation_wmape,leaky_validation_wmape,delta_validation_wmape,baseline_test_wmape,leaky_test_wmape,delta_test_wmape
single_de_station,station,DE,single,C:\Users\stefa\OneDrive\Documents\uni\master's\EIT\Aalto\multidisciplinary_research\data\artifacts\graphs\train,C:\Users\stefa\OneDrive\Documents\uni\master's\EIT\Aalto\multidisciplinary_research\data\artifacts\graphs\leaky_full,0.873188387241118,0.8731974560915764,9.068850458371358e-6,0.871490346659891,0.8715614394876878,0.00007109282779682591
fusion_learned_station,station,"SD,DE,DC,ATD",learned,C:\Users\stefa\OneDrive\Documents\uni\master's\EIT\Aalto\multidisciplinary_research\data\artifacts\graphs\train,C:\Users\stefa\OneDrive\Documents\uni\master's\EIT\Aalto\multidisciplinary_research\data\artifacts\graphs\leaky_full,0.8736266263612893,0.8735313178770875,-0.00009530848420180593,0.8724476511456681,0.8724065142096012,-0.00004113693606688784
