epoch,train_huber,validation_huber,validation_wmape,train_mse,validation_mse
1,0.008028834262081692,0.031200115236320665,0.25421866182867137,0.008028834262081692,0.031200115236320665
2,0.007217789925034007,0.031149266021592275,0.26215599592923117,0.007217789925034007,0.031149266021592275
3,0.0071705982348160635,0.031151198715503727,0.25293642031465746,0.0071705982348160635,0.031151198715503727
4,0.007162933575830633,0.031172684926007475,0.2685161181659774,0.007162933575830633,0.031172684926007475
5,0.007111713996217135,0.031141119676509073,0.2533327596518667,0.007111713996217135,0.031141119676509073
6,0.007116692985648349,0.031141969042697122,0.2548186988648933,0.007116692985648349,0.031141969042697122
7,0.007090735581568292,0.03122882465166705,0.27094037306681795,0.007090735581568292,0.03122882465166705
8,0.007063922177504508,0.031142122178737606,0.2587027493863363,0.007063922177504508,0.031142122178737606
9,0.007062922894669276,0.03115880735484617,0.2586240344174945,0.007062922894669276,0.03115880735484617
10,0.0070838054056249315,0.031140615099242756,0.252475038397415,0.0070838054056249315,0.031140615099242756
11,0.00703688875411547,0.031197577182735716,0.27041579643221403,0.00703688875411547,0.031197577182735716
12,0.007021060880018218,0.031154875909643515,0.25060430118982746,0.007021060880018218,0.031154875909643515
13,0.007027453205908739,0.031157492194324732,0.2502636854937933,0.007027453205908739,0.031157492194324732
14,0.007044173317075136,0.03119242557191423,0.24847047424325283,0.007044173317075136,0.03119242557191423
15,0.007038408565530253,0.03114645921492151,0.25072238993253393,0.007038408565530253,0.03114645921492151
16,0.00701479877593116,0.031142611322658404,0.25355580453144533,0.00701479877593116,0.031142611322658404
17,0.007017583499902919,0.031164721452764103,0.24947716883692383,0.007017583499902919,0.031164721452764103
18,0.007004752529845122,0.03114361222833395,0.2533444273322522,0.007004752529845122,0.03114361222833395
19,0.007017188735546604,0.03115833384384002,0.25058902689191065,0.007017188735546604,0.03115833384384002
20,0.00700414567742677,0.031148087565920184,0.2517867733959887,0.00700414567742677,0.031148087565920184
21,0.007007857951741185,0.031148373215858425,0.25051050508331485,0.007007857951741185,0.031148373215858425
22,0.007004157089883642,0.031139183323830366,0.25308271628943724,0.007004157089883642,0.031139183323830366
23,0.007005030980273601,0.031136675604752133,0.2554933255405867,0.007005030980273601,0.031136675604752133
24,0.007021364971860161,0.03114381040047322,0.2516900268293521,0.007021364971860161,0.03114381040047322
