config,aggregation,graph_set,fusion_mode,baseline_graph_source,leaky_graph_source,baseline_validation_wmape,leaky_validation_wmape,delta_validation_wmape,baseline_test_wmape,leaky_test_wmape,delta_test_wmape
single_de_station,station,DE,single,C:\Users\stefa\OneDrive\Documents\uni\master's\EIT\Aalto\multidisciplinary_research\data\artifacts\graphs\train,C:\Users\stefa\OneDrive\Documents\uni\master's\EIT\Aalto\multidisciplinary_research\data\artifacts\graphs\leaky_full,0.8702914185826176,0.8702368599669379,-0.000054558615679711764,0.8685738491403682,0.8685714997416007,-2.349398767420574e-6
fusion_learned_station,station,"SD,DE,DC,ATD",learned,C:\Users\stefa\OneDrive\Documents\uni\master's\EIT\Aalto\multidisciplinary_research\data\artifacts\graphs\train,C:\Users\stefa\OneDrive\Documents\uni\master's\EIT\Aalto\multidisciplinary_research\data\artifacts\graphs\leaky_full,0.8702564025383147,0.8702555700020145,-8.325363002326114e-7,0.8688578050526792,0.8689003925289249,0.00004258747624574788
