epoch,train_huber,validation_huber,validation_wmape,train_mse,validation_mse
1,0.0050359283172104865,0.005783748031327767,0.2274709903039517,0.0050359283172104865,0.005783748031327767
2,0.0043745994851398734,0.005787560134194791,0.22455681580885611,0.0043745994851398734,0.005787560134194791
3,0.004348611645963824,0.00578587906368609,0.21551616699808687,0.004348611645963824,0.00578587906368609
4,0.0043206108619474,0.005781702032046658,0.22376179536874374,0.0043206108619474,0.005781702032046658
5,0.004281485881355982,0.005873698009444135,0.22016856242217311,0.004281485881355982,0.005873698009444135
6,0.004265429220169843,0.00576944080447512,0.2184554179218297,0.004265429220169843,0.00576944080447512
7,0.004251720888855596,0.005770144934233811,0.21868443116933103,0.004251720888855596,0.005770144934233811
8,0.0042323149823313274,0.005760523956269026,0.22286769084962466,0.0042323149823313274,0.005760523956269026
9,0.0042124983738176525,0.005781232329484608,0.21569565474846505,0.0042124983738176525,0.005781232329484608
10,0.004223412524292906,0.005754911523711469,0.2163829987190506,0.004223412524292906,0.005754911523711469
11,0.004201154152284407,0.005802797053807548,0.2357325389059563,0.004201154152284407,0.005802797053807548
12,0.004190392335951929,0.005787171074189246,0.21660868754528093,0.004190392335951929,0.005787171074189246
13,0.004211133528095219,0.005801059089467994,0.23740641966661974,0.004211133528095219,0.005801059089467994
14,0.004185056311994671,0.005749147219051208,0.22070744941946255,0.004185056311994671,0.005749147219051208
