epoch,train_huber,validation_huber,validation_wmape,train_mse,validation_mse
1,0.00541416755051262,0.0057724494586831755,0.21871750130203188,0.00541416755051262,0.0057724494586831755
2,0.004402902739633235,0.005772087273986212,0.23006974919416198,0.004402902739633235,0.005772087273986212
3,0.004369675050369433,0.005760597430967859,0.21703464108724865,0.004369675050369433,0.005760597430967859
4,0.004354712322369338,0.005772634425998798,0.2294257037534828,0.004354712322369338,0.005772634425998798
5,0.004314806441881603,0.0057692361962316295,0.222864040557448,0.004314806441881603,0.0057692361962316295
6,0.004304504161888373,0.005782843800261617,0.23001122805229512,0.004304504161888373,0.005782843800261617
7,0.0042715109067954,0.005782770491870386,0.22731871382209037,0.0042715109067954,0.005782770491870386
8,0.004242548364169535,0.00575540736982865,0.22368340998181246,0.004242548364169535,0.00575540736982865
9,0.004242030973170673,0.0057516252522223765,0.21950281843459926,0.004242030973170673,0.0057516252522223765
10,0.004265002847175985,0.005750008559386645,0.22153707403298808,0.004265002847175985,0.005750008559386645
11,0.004217095207422972,0.0058111361992944565,0.23974429674291967,0.004217095207422972,0.0058111361992944565
12,0.004214561394145412,0.005743698067297893,0.21815373291747436,0.004214561394145412,0.005743698067297893
13,0.0042238479429450365,0.0057502454811973235,0.2226169397359154,0.0042238479429450365,0.0057502454811973235
14,0.004199238981293034,0.0057782995448048624,0.2156177258531539,0.004199238981293034,0.0057782995448048624
15,0.004213234719504873,0.00576363578771374,0.2185918178504167,0.004213234719504873,0.00576363578771374
16,0.0041810545916368645,0.005778213846497238,0.2162976375563751,0.0041810545916368645,0.005778213846497238
17,0.004176746044615884,0.0057564770603286365,0.2169067231508706,0.004176746044615884,0.0057564770603286365
18,0.004173677227827871,0.005802603821004075,0.2348366481067417,0.004173677227827871,0.005802603821004075
19,0.004175638789386158,0.005762339985397246,0.2218755510510235,0.004175638789386158,0.005762339985397246
20,0.004172395343043571,0.0057757144261683735,0.2210033286874388,0.004172395343043571,0.0057757144261683735
21,0.004158131768851872,0.005749925522000662,0.2195318584794919,0.004158131768851872,0.005749925522000662
22,0.004160081913259121,0.005744453918720994,0.2190968620947768,0.004160081913259121,0.005744453918720994
23,0.004154587634876671,0.0057888863042795235,0.23761771810654003,0.004154587634876671,0.0057888863042795235
24,0.004166383078441986,0.0057540011891563025,0.2169346586125212,0.004166383078441986,0.0057540011891563025
