aggregation,graph,graph_set,fusion_mode,model,history,horizon,input_channels,hidden_dim,dropout,epochs_requested,epochs_ran,best_epoch,train_windows,validation_windows,test_windows,validation_wmape,validation_mae,validation_rmse,validation_mase,test_wmape,test_mae,test_rmse,test_mase,preprocessing_enabled,selected_residual_lag,fusion_weights
community,SD,SD,single,A3T_GCN_graph_fusion,8,1,11,32,0.1,40,20,10,15813,1704,4631,0.21612264472825907,60.18363736436766,126.8004937456048,0.5919510161807959,0.23423539074598518,49.32500634759957,151.59002629197627,0.48514827134514044,true,56,"{""SD"": 1.0}"
