experiment_id,rq,aggregation,graph_set,model,alpha,validation_wmape,validation_mae,validation_rmse,validation_mase
RQ2_SD_DC_STATION,RQ2,station,SD+DC,graph_propagation,0.5,0.7013153379197828,2.167943038708002,4.405419156749105,1.4303557062762728
RQ2_SD_DC_STATION,RQ2,station,SD+DC,graph_propagation,0.55,0.7139485404126504,2.2069954619477934,4.503898639732524,1.4561215384165127
RQ2_SD_DC_STATION,RQ2,station,SD+DC,graph_propagation,0.6,0.7281554395922534,2.2509125795591145,4.626743044504427,1.4850969767269193
RQ2_SD_DC_STATION,RQ2,station,SD+DC,graph_propagation,0.65,0.7440112794914874,2.2999269898732733,4.77606799912974,1.5174354838882536
RQ2_SD_DC_STATION,RQ2,station,SD+DC,graph_propagation,0.7,0.761575275555366,2.3542217428035674,4.954354492600728,1.5532578317489194
RQ2_SD_DC_STATION,RQ2,station,SD+DC,graph_propagation,0.75,0.7808411622910032,2.413777470127242,5.164562172406417,1.592551241630029
RQ2_SD_DC_STATION,RQ2,station,SD+DC,graph_propagation,0.8,0.801861372198991,2.4787562539613064,5.4101513096558875,1.6354226513416679
RQ2_SD_DC_STATION,RQ2,station,SD+DC,graph_propagation,0.85,0.8247129680688146,2.5493963148735617,5.695227193224164,1.6820292329785007
RQ2_SD_DC_STATION,RQ2,station,SD+DC,graph_propagation,0.9,0.8494432670765217,2.62584392221943,6.024413196140855,1.7324674914779015
RQ2_SD_DC_STATION,RQ2,station,SD+DC,graph_propagation,0.95,0.8760771241437952,2.708175908846455,6.4031340295716745,1.7867881192704147
RQ2_SD_DC_STATION,RQ2,station,SD+DC,graph_propagation,1.0,0.9046125343800294,2.7963860771308355,6.837756096444125,1.8449870273156863
RQ2_SD_DE_STATION,RQ2,station,SD+DE,graph_propagation,0.0,1.4437082493942133,4.462867243832473,583.2845651981183,2.9444904753463983
RQ2_SD_DE_STATION,RQ2,station,SD+DE,graph_propagation,0.05,1.222044805293365,3.7776494900045354,386.0412292054126,2.492400587960012
RQ2_SD_DE_STATION,RQ2,station,SD+DE,graph_propagation,0.1,1.0687677133127054,3.3038312422266927,256.072645905705,2.1797869157618908
RQ2_SD_DE_STATION,RQ2,station,SD+DE,graph_propagation,0.15,0.962433598264537,2.975125605786983,170.31492801895158,1.9629149895294973
RQ2_SD_DE_STATION,RQ2,station,SD+DE,graph_propagation,0.2,0.8886192558530311,2.746946809266584,113.64843030819615,1.8123682095510383
RQ2_SD_DE_STATION,RQ2,station,SD+DE,graph_propagation,0.25,0.8375780341229214,2.5891654870083793,76.1531931964553,1.708267958480634
RQ2_SD_DE_STATION,RQ2,station,SD+DE,graph_propagation,0.3,0.8027036967430923,2.481360092110824,51.315927079365316,1.6371405999634185
RQ2_SD_DE_STATION,RQ2,station,SD+DE,graph_propagation,0.35,0.7795410414186026,2.409758467772096,34.85798355346291,1.5898996023343548
RQ2_SD_DE_STATION,RQ2,station,SD+DE,graph_propagation,0.4,0.7650813523876631,2.3650599128117973,23.968716358358705,1.5604085908048873
RQ2_SD_DE_STATION,RQ2,station,SD+DE,graph_propagation,0.45,0.7572396832572558,2.3408193307456133,16.802931329082558,1.544415248607812
RQ2_SD_DE_STATION,RQ2,station,SD+DE,graph_propagation,0.5,0.7546187973782847,2.332717509796685,12.149223248498794,1.5390698656255937
RQ2_SD_DE_STATION,RQ2,station,SD+DE,graph_propagation,0.55,0.7562851773165925,2.3378687115339982,9.206971215082486,1.542468502336795
