aggregation,graph,graph_set,fusion_mode,model,history,horizon,input_channels,hidden_dim,dropout,epochs_requested,epochs_ran,best_epoch,train_windows,validation_windows,test_windows,validation_wmape,validation_mae,validation_rmse,validation_mase,test_wmape,test_mae,test_rmse,test_mase,preprocessing_enabled,selected_residual_lag,fusion_weights
station,DC,DC,single,A3T_GCN_graph_fusion,8,1,11,64,0.1,120,24,14,15813,1704,4631,0.8824393257361088,2.736444699732373,6.558798494163166,1.8054391749629572,0.8791391585228733,2.061559740606382,5.690138748633781,1.3601666123862295,true,56,"{""DC"": 1.0}"
